Date,Time,Amazon Verified,Rating Score,Review Description,Review ID,Review Reaction,Review Title,User ID,Marketing Campaign,Order Value,Impressions,Clicks,Conversion Rate,Channel,Customer Segment,Product Category,SentimentLabel,SentimentScore
10-07-2022,23:37:20,TRUE,5,This product saved my dying hibiscus - now they're greener than ever,R8598BNDTSD1P,90,Life saver for plants,d6cb10bd-45be-4cb7-9d54-646d6ce93586,Monsoon Harvest Boost 2024,2063.32,32508,1690,0.052,Referral,Retailer - Tier 1,Plant Nutrients,POSITIVE,0.981515646
30-05-2025,20:29:35,TRUE,1,This product damaged my money plants - now they're leaves turning yellow,R14EU4KJ0M9U6,96,Damaged my plants,9d4ab4d6-9618-4b88-97c8-4728739fb7f6,YieldMax Pro Launch,4408.25,33638,2122,0.0631,Email Marketing,Large Farm - Returning,Digital Tools,NEGATIVE,0.97832036
19-11-2024,02:03:26,TRUE,4,flowering plants responded beautifully to this treatment,RA6KOQE58FPDQ,96,Effective product,de3cd56e-ba31-4d90-a9e3-58afaf19b838,YieldMax Pro Launch,1108.68,41577,2073,0.0499,Social Media,Large Farm - Returning,Fungicides,POSITIVE,0.981284976
22-12-2022,20:41:10,TRUE,5,This product saved my dying vegetables - now they're greener than ever,RPDJ66VQOGBSV,61,Amazing results!,241d7dd7-c8ab-47c4-86e3-f24cf5787ee3,Farmer Connect Program,4801.86,70514,4148,0.0588,Social Media,Small Farm - Returning,Digital Tools,POSITIVE,0.987444282
06-04-2022,14:00:27,FALSE,4,tulsi responded beautifully to this treatment,ROCANZA77YT6I,96,Effective product,18933c4a-470b-442a-9d46-65c9b50532d3,Organic Growth Initiative,4423.23,17014,818,0.0481,Offline Events,Small Farm - Returning,Insecticides,POSITIVE,0.928934693
10-01-2023,12:43:20,FALSE,5,My lawn have never looked better - growing faster,RLM77EB8VUQYX,96,Effective product,67699b64-efd2-465d-8991-832c57cd4ffd,Farmer Connect Program,2508.5,43918,3199,0.0728,Social Media,Large Farm - Returning,Plant Nutrients,POSITIVE,0.984516561
04-06-2023,18:21:45,TRUE,1,"Did nothing for my rose plants, very disappointed",RS44LX8DHP9AZ,96,No results,4bd620df-39a1-444f-a786-61bc721dd68f,YieldMax Pro Launch,4587.53,82403,1760,0.0214,Direct Traffic,Large Farm - New,Plant Nutrients,NEGATIVE,0.973698676
17-12-2022,20:04:40,TRUE,4,hibiscus responded beautifully to this treatment,R8JC05Z7T57L5,96,Great buy,f84e38dc-43b6-4c15-9d6f-8fb0e7eefb4e,YieldMax Pro Launch,1411.35,45262,3436,0.0759,Social Media,Small Farm - New,Herbicides,POSITIVE,0.982825458
15-05-2025,09:06:00,TRUE,5,Works exactly as described on my vegetables - producing more flowers,RCHEFS1O44S01,195,Effective product,6b50fab5-d9f3-4f0c-8459-314a814469eb,Monsoon Harvest Boost 2024,2625.27,27631,1489,0.0539,Direct Traffic,Large Farm - Returning,Plant Nutrients,POSITIVE,0.87477386
30-01-2023,14:48:35,TRUE,4,My succulents have never looked better - fruiting abundantly,RWCTI6KHUFKWM,135,Great buy,5def1276-7fce-479a-b7fa-978c0050eb26,Organic Growth Initiative,1487.48,6287,128,0.0204,Email Marketing,Large Farm - New,Plant Nutrients,POSITIVE,0.986210287
18-11-2025,20:49:38,FALSE,3,Takes too long to show results on money plants,RJW418DQ1OGOL,46,Okay results,db2d1cb4-ed2a-48c8-9b43-c60ede2c806d,Farmer Connect Program,1872.8,74985,4768,0.0636,Offline Events,Small Farm - New,Herbicides,NEGATIVE,0.715532243
27-08-2024,00:02:19,TRUE,3,Works somewhat for herb garden but needs improvement,RXFMTVNTNRQOR,145,Moderate effect,ab475d07-b4aa-40f6-a42c-6626bf807f11,Monsoon Harvest Boost 2024,4451.3,39738,604,0.0152,Referral,Large Farm - New,Plant Nutrients,POSITIVE,0.766872704
24-08-2025,01:06:38,TRUE,5,"My orchids are thriving with this product, growing faster",R7666STA5YEKX,195,Highly recommended,20084272-defa-43b9-a1da-5ec19fc33ebe,Farmer Connect Program,3513.4,74126,3884,0.0524,Email Marketing,Large Farm - Returning,Digital Tools,POSITIVE,0.988515973
30-01-2025,07:38:13,FALSE,4,My succulents have never looked better - fruiting abundantly,R8LBNWNWINK0T,87,Effective product,24876fd3-a870-4f03-aba2-053ac8e09f32,Monsoon Harvest Boost 2024,4491.39,54408,975,0.0179,Email Marketing,Retailer - Tier 2,Plant Nutrients,POSITIVE,0.986210287
26-05-2022,05:50:07,TRUE,4,The flowering plants in my garden are now growing faster thanks to this product,RSDDE2T0HFOO5,38,Happy with purchase,284a1988-9e22-4f11-b2ad-1153977da0e5,Farmer Connect Program,1602.79,45151,994,0.022,Search Ads,Small Farm - Returning,Herbicides,POSITIVE,0.985623598
14-12-2022,13:26:01,TRUE,5,Works exactly as described on my tulsi - producing more flowers,R0OILWEZ4ZD72,165,Great buy,4d8ccc81-fb51-4158-821c-d8768035da61,Farmer Connect Program,1707.46,4340,34,0.0078,Social Media,Large Farm - Returning,Plant Nutrients,POSITIVE,0.848176122
03-10-2022,06:05:32,TRUE,5,The succulents in my garden are now pest-free now thanks to this product,RVIVYNM1DM9WF,105,Happy with purchase,f064524f-5c4d-4f63-9755-65f4dd014dd5,Organic Growth Initiative,1984.15,8626,741,0.0859,Direct Traffic,Small Farm - Returning,Digital Tools,POSITIVE,0.959822416
08-09-2022,01:27:50,FALSE,4,Excellent results with my terrace garden - saw improvement in just 15 days,RKX2R0XO9Y7G3,20,Life saver for plants,7b9095e8-c38a-4419-82fc-76520c7857d0,Organic Growth Initiative,1821.5,23445,839,0.0358,Search Ads,Large Farm - Returning,Fungicides,POSITIVE,0.983734727
07-12-2022,00:06:17,TRUE,4,Wonderful product! My tulsi growing vigorously,RR8IO4HKC472O,101,Amazing results!,7146ed98-efa1-468e-91ca-9731c65d13b2,Organic Growth Initiative,1359.76,7446,182,0.0244,SMS Campaigns,Retailer - Tier 1,Herbicides,POSITIVE,0.989367187
25-11-2024,12:37:12,TRUE,4,"My tulsi are thriving with this product, greener than ever",R93G35GSO6605,66,Amazing results!,3ea53a14-c472-40f6-a390-fcb39db733bd,YieldMax Pro Launch,4476.62,78200,4402,0.0563,SMS Campaigns,Small Farm - Returning,Fungicides,POSITIVE,0.988384485
08-09-2025,04:34:32,TRUE,5,The vegetables in my garden are now recovered completely thanks to this product,RTVJVU6OB18RY,30,Great buy,780a2f2d-79aa-462d-a69d-34c06c0a427e,YieldMax Pro Launch,3938.76,78150,4471,0.0572,Offline Events,Retailer - Tier 2,Seeds,POSITIVE,0.978969872
04-01-2022,11:56:26,TRUE,4,My flowering plants have never looked better - growing faster,RD5N68CO3EVDR,96,Great buy,e3b292fa-293c-4ffa-a296-d3a01afe9eb3,YieldMax Pro Launch,4688.44,91013,2180,0.024,Direct Traffic,Retailer - Tier 1,Insecticides,POSITIVE,0.987270892
03-03-2022,06:14:11,TRUE,4,The hibiscus in my garden are now more vibrant colors thanks to this product,RKJO8MJSVY4XU,96,Happy with purchase,e619070e-a0b0-4c42-a952-9cce72b2f07c,Farmer Connect Program,3474.38,31120,2722,0.0875,SMS Campaigns,Retailer - Tier 1,Seeds,POSITIVE,0.985645592
09-05-2024,21:29:57,TRUE,5,lawn responded beautifully to this treatment,RMNAGJGTWPFC6,157,Effective product,fc99e052-bfa9-40d6-9f1c-bda0edd736d8,YieldMax Pro Launch,2265.52,63600,1615,0.0254,Referral,Retailer - Tier 2,Insecticides,POSITIVE,0.942397058
21-08-2023,06:14:40,TRUE,5,"My money plants are thriving with this product, recovered completely",RJUKFHUU4I7Z1,60,Highly recommended,76873680-900b-432a-ac86-a8ab4834bdc8,Organic Growth Initiative,3423.74,1085,61,0.0562,Offline Events,Small Farm - Returning,Digital Tools,POSITIVE,0.986142099
01-12-2024,01:29:00,TRUE,5,Excellent results with my marigold - saw improvement in just 17 days,RG1O6W6QU96IG,34,Highly recommended,a691582c-f9b5-4964-9173-45bfd2b4560c,Pest Control Solutions Drive,744.75,81135,2419,0.0298,Email Marketing,Retailer - Tier 2,Insecticides,POSITIVE,0.971443176
10-02-2023,00:39:34,TRUE,5,Significant improvement in money plants health and growth,R2OBJCZHWC6KE,57,Works well,497a90c8-668c-4ce8-9089-842a069a7e26,Pest Control Solutions Drive,4348.25,30133,1416,0.047,Referral,Retailer - Tier 1,Digital Tools,POSITIVE,0.972406566
31-01-2024,14:48:29,FALSE,1,My lawn actually got worse after using this,RIYYK0BHOT86M,50,No results,cb0667b5-0f37-4292-a025-475d79c4f6ef,Farmer Connect Program,4130.43,10766,241,0.0224,Direct Traffic,Retailer - Tier 1,Seeds,NEGATIVE,0.977884054
18-05-2022,00:36:17,TRUE,5,Visible difference in my orchids after 2 weeks,RBGBB3QDVTHUI,96,Great buy,c5daf0a1-a373-4c27-80a3-95e1e793ca9b,YieldMax Pro Launch,2264.27,42591,385,0.009,Social Media,Retailer - Tier 1,Herbicides,NEUTRAL,0.960946441
09-07-2022,13:00:01,TRUE,4,"My indoor plants are thriving with this product, looking healthier",RPIKLUR0C8IKR,96,Life saver for plants,90e01d84-f4ef-46ea-8072-1aebc407122e,Pest Control Solutions Drive,4456.42,44370,3517,0.0793,Direct Traffic,Small Farm - New,Herbicides,POSITIVE,0.988431871
01-01-2025,21:22:39,TRUE,5,My money plants have never looked better - greener than ever,RCCQOJCLYSBPM,96,Great buy,46f3df65-ef52-453a-9650-d9c813dcd352,Farmer Connect Program,688.04,81528,982,0.012,Social Media,Retailer - Tier 2,Seeds,POSITIVE,0.985982478
02-10-2024,14:35:10,TRUE,4,Excellent results with my marigold - saw improvement in just 7 days,RV28NTZ4BB7BH,77,Highly recommended,b0c530ac-6e70-41ea-a82c-eb2e66a0dd34,Pest Control Solutions Drive,3185.42,56795,4561,0.0803,Offline Events,Small Farm - Returning,Digital Tools,POSITIVE,0.969367743
08-12-2024,10:30:38,FALSE,5,The flowering plants in my garden are now recovered completely thanks to this product,RZ7GMFYN50DIQ,27,Happy with purchase,25b67ace-7363-4540-ba99-9757c737514e,Organic Growth Initiative,1475.17,10121,548,0.0541,Email Marketing,Small Farm - Returning,Digital Tools,POSITIVE,0.979754746
30-07-2025,16:58:49,TRUE,1,Complete waste of money for my tulsi - flowers stopped coming,RNMM2QVIEH7JC,46,Don't buy,76963bcf-1756-49b4-be8f-a45d3ef7f297,Pest Control Solutions Drive,3846.33,53956,4259,0.0789,Offline Events,Small Farm - New,Digital Tools,NEGATIVE,0.974813104
22-01-2024,14:36:53,TRUE,2,Overpriced and ineffective for bonsai,R45K153TUQDN8,117,Not effective,5289032d-1f71-409e-b6b5-c19ea5ea82a9,YieldMax Pro Launch,312.83,24809,1810,0.073,Social Media,Retailer - Tier 2,Seeds,NEGATIVE,0.967634022
26-09-2022,00:54:05,TRUE,4,Visible difference in my bonsai after 4 weeks,R5YW7E63FBU2A,96,Great buy,df33a73b-bda6-4dab-97b5-1c74d44cbd05,Farmer Connect Program,762.17,22831,1341,0.0587,Offline Events,Large Farm - New,Digital Tools,NEUTRAL,0.91066283
30-01-2025,21:58:58,TRUE,1,Would not recommend for terrace garden - showing signs of stress,RNQV7TAXK99TR,146,Disappointed,6edc7300-de26-47c0-82eb-180c3ae8c7ce,Monsoon Harvest Boost 2024,943.28,59566,4954,0.0832,SMS Campaigns,Retailer - Tier 1,Seeds,NEGATIVE,0.965062857
21-01-2025,13:29:14,FALSE,4,Excellent results with my vegetables - saw improvement in just 12 days,R4HWBKKW85TR3,11,Highly recommended,418cbe30-2dc6-4aa0-82ad-5c56ce854ed3,YieldMax Pro Launch,3659.56,96172,454,0.0047,Referral,Small Farm - Returning,Insecticides,POSITIVE,0.976043761
13-12-2024,00:49:42,TRUE,5,My orchids have never looked better - growing faster,RQPDI6ME2URZR,96,Happy with purchase,3bcedcbd-a6aa-4d31-bcfb-c3ae61963a50,Monsoon Harvest Boost 2024,1426.74,40597,977,0.0241,Direct Traffic,Retailer - Tier 2,Fungicides,POSITIVE,0.985853314
16-09-2025,14:45:46,FALSE,2,No visible change in my hibiscus condition,RQWV05KSQLC0A,96,No results,1bfd4b47-7ab0-4d02-87be-12e162f8c3a6,Organic Growth Initiative,3286.09,97327,4199,0.0431,Email Marketing,Small Farm - New,Plant Nutrients,NEUTRAL,0.881953478
25-05-2022,08:39:09,TRUE,3,My orchids showed some improvement but it took a month,RL4EMQ45VXYER,33,Moderate effect,00bed64d-382a-41fc-bd8a-02cc8a74b990,Monsoon Harvest Boost 2024,620.07,98782,741,0.0075,Social Media,Small Farm - New,Seeds,NEUTRAL,0.547756732
24-10-2024,22:37:22,TRUE,3,Moderate results with my rose plants - slight growth,RQJF8XQ7A6D70,200,Average product,72b5b8f4-d389-4737-8531-ee2c3805ab73,YieldMax Pro Launch,3270.6,88181,2479,0.0281,SMS Campaigns,Retailer - Tier 1,Fungicides,POSITIVE,0.757850528
14-06-2024,10:51:04,FALSE,4,hibiscus responded beautifully to this treatment,RNZ5A4ULPDYPU,177,Happy with purchase,1a3b62ca-cc10-409f-b7ed-2bc1eee1f8dc,Monsoon Harvest Boost 2024,4036.54,29130,2741,0.0941,Referral,Retailer - Tier 1,Herbicides,POSITIVE,0.982825458
23-12-2025,17:37:18,TRUE,4,"My money plants are thriving with this product, growing vigorously",RCBDBX70XVS0Z,15,Life saver for plants,92e4edc7-1980-4092-ab61-ae5409836ff7,YieldMax Pro Launch,659.41,81511,1336,0.0164,Direct Traffic,Small Farm - Returning,Plant Nutrients,POSITIVE,0.988628209
16-07-2022,11:37:10,TRUE,4,"My bonsai are thriving with this product, more vibrant colors",RUJY3BY5VM0PV,96,Life saver for plants,5a4ff542-5226-4ab4-820e-088246fe0d65,Pest Control Solutions Drive,340.31,3209,195,0.0608,Direct Traffic,Large Farm - Returning,Plant Nutrients,POSITIVE,0.988906145
25-06-2023,15:34:41,TRUE,5,flowering plants responded beautifully to this treatment,RDF68H3U9F3JR,115,Effective product,9bd761e6-0b13-4696-8b64-88c31983baab,Monsoon Harvest Boost 2024,241.72,4492,422,0.0939,Offline Events,Large Farm - Returning,Plant Nutrients,POSITIVE,0.981284976
02-02-2025,23:41:27,TRUE,4,Wonderful product! My bonsai producing more flowers,ROG51PZPG71G8,51,Highly recommended,74105fe6-62cf-4b1e-95d4-3b41db1fe3d5,Pest Control Solutions Drive,1694.09,7265,304,0.0418,Search Ads,Retailer - Tier 1,Herbicides,POSITIVE,0.988326967
27-06-2023,01:11:10,TRUE,1,False claims - my hibiscus show no difference,RJJCFF91407OV,38,Don't buy,22e9c4bf-55ff-46e7-9b91-ce3db3ec4623,Farmer Connect Program,2042.77,58603,2092,0.0357,SMS Campaigns,Large Farm - Returning,Seeds,NEUTRAL,0.693633199
18-02-2023,05:21:43,TRUE,4,Visible difference in my lawn after 2 weeks,REFBBLRS1LN49,96,Great buy,e60ba197-f641-426a-a7ce-4fd6b8ec3561,Organic Growth Initiative,2948.54,72287,4532,0.0627,Social Media,Retailer - Tier 2,Plant Nutrients,NEUTRAL,0.949824393
13-04-2022,04:24:44,FALSE,2,No improvement in my orchids even after 5 weeks,RB69L1LNLHWSJ,106,Not effective,6c07a43b-26f3-4ef9-a220-0c261431debb,Pest Control Solutions Drive,3257.73,27039,1907,0.0705,Referral,Large Farm - Returning,Digital Tools,NEGATIVE,0.906787515
18-03-2022,06:44:10,TRUE,5,Significant improvement in hibiscus health and flowering,RHK8TRF7OILAK,96,Visible improvement,f6d94fad-5cd1-43fc-b78b-ebb0333f6b11,Farmer Connect Program,2258.04,2921,44,0.0151,Offline Events,Large Farm - New,Insecticides,POSITIVE,0.984220505
05-11-2025,10:24:48,TRUE,1,False claims - my rose plants show no difference,RJ6315N0SM3XX,96,Don't buy,6287c334-3aab-44fc-9c23-00b8044514ba,Pest Control Solutions Drive,1878.42,92988,4692,0.0505,Referral,Retailer - Tier 1,Plant Nutrients,NEGATIVE,0.46136567
09-02-2025,12:02:31,FALSE,2,"Did nothing for my marigold, very disappointed",RUILAN1T2JE9J,112,Disappointed,a2258ae0-6fde-484a-a7c9-21abdf0f5e43,Monsoon Harvest Boost 2024,2283.89,47668,4285,0.0899,Referral,Retailer - Tier 2,Insecticides,NEGATIVE,0.972286284
14-03-2022,17:39:46,TRUE,3,Works somewhat for terrace garden but needs improvement,RFBNT66KAEROX,143,Average product,01891b9e-2e22-4a3b-96b9-8cb3c5405d52,YieldMax Pro Launch,3387.99,78388,2225,0.0284,SMS Campaigns,Small Farm - Returning,Plant Nutrients,POSITIVE,0.604712844
05-07-2023,21:59:02,TRUE,1,My bonsai actually got worse after using this,R84W3K4FHJ8HO,168,Disappointed,902adc78-e89a-4c82-a0d8-b3720ed0e134,Farmer Connect Program,1159.45,95747,3101,0.0324,Search Ads,Small Farm - New,Seeds,NEGATIVE,0.978244185
21-07-2025,06:17:06,TRUE,5,vegetables responded beautifully to this treatment,RLD89M0GB20K3,139,Effective product,45be547d-3e1d-40db-b259-91e21c0cff7c,Pest Control Solutions Drive,4907.07,47605,2001,0.042,SMS Campaigns,Retailer - Tier 2,Seeds,POSITIVE,0.965548575
09-11-2023,03:50:13,TRUE,4,Works exactly as described on my indoor plants - growing faster,R49HZRGKFM2A7,41,Effective product,82d7c692-ba59-44cb-afbe-8cb85a125b07,Farmer Connect Program,4485.5,95997,2043,0.0213,Search Ads,Retailer - Tier 2,Plant Nutrients,POSITIVE,0.944723606
23-01-2025,00:53:58,TRUE,3,Takes too long to show results on tulsi,RE068XBIESPWC,8,Average product,d64cc741-dedc-490b-b384-57ec79815a6a,Organic Growth Initiative,2503.18,35364,520,0.0147,Referral,Small Farm - New,Seeds,NEGATIVE,0.596289992
24-02-2025,01:42:37,TRUE,2,No improvement in my indoor plants even after 6 weeks,RHWQR49JRMJYQ,132,No results,0efbc411-211e-4a13-bbeb-f3caeb5b2630,YieldMax Pro Launch,4174.97,20065,208,0.0104,Search Ads,Small Farm - New,Seeds,NEGATIVE,0.919456065
31-08-2024,08:58:19,FALSE,1,False claims - my money plants show no difference,RD9FNMWPKPJBI,96,Total waste,6efe004a-7865-424e-8358-9c8af91e4499,Organic Growth Initiative,3459.01,12835,680,0.053,Search Ads,Retailer - Tier 1,Herbicides,NEGATIVE,0.654655576
05-08-2025,09:06:57,TRUE,1,Complete waste of money for my hibiscus - not recovering,ROHDPDPC22O2T,96,Don't buy,ae23fa56-168f-4df9-af50-25e26eaef4ec,Farmer Connect Program,4047.14,28150,1735,0.0616,Search Ads,Small Farm - Returning,Seeds,NEGATIVE,0.978437781
18-03-2022,08:30:33,TRUE,4,The lawn in my garden are now pest-free now thanks to this product,R0NKTAY91XZO9,3,Happy with purchase,49c67a08-c5f3-4672-8c23-0176444b87f6,Farmer Connect Program,2202.79,66208,3372,0.0509,Social Media,Large Farm - New,Seeds,POSITIVE,0.949786246
18-10-2025,09:27:18,TRUE,2,My terrace garden actually got worse after using this,R1GYRY6ILF8S9,96,Disappointed,d1c83ed2-195b-4412-95a4-4537d354f1e8,YieldMax Pro Launch,3927.23,84038,1519,0.0181,SMS Campaigns,Large Farm - Returning,Herbicides,NEGATIVE,0.979940474
18-12-2025,16:19:29,TRUE,5,This product saved my dying succulents - now they're pest-free now,RO566AYSFVOHE,96,Amazing results!,dfa2d5eb-4334-41da-8b5d-feb7e69129a3,Farmer Connect Program,383.29,4637,63,0.0136,Social Media,Small Farm - Returning,Herbicides,POSITIVE,0.961018205
05-11-2025,23:51:52,TRUE,5,Works exactly as described on my marigold - growing faster,RZ0HIEPZ4V6LX,96,Great buy,7a5035c1-6dbc-4569-85e8-90e9d98ae228,Monsoon Harvest Boost 2024,4658.38,36808,1837,0.0499,Email Marketing,Retailer - Tier 2,Seeds,POSITIVE,0.962436914
26-01-2023,06:28:41,TRUE,2,"Did nothing for my hibiscus, very disappointed",R8RH8CLDR1JZM,192,No results,f3490bfb-f0f5-4ef8-97c0-08c793672f35,Organic Growth Initiative,4742.54,23915,1278,0.0534,Email Marketing,Small Farm - New,Digital Tools,NEGATIVE,0.97598052
31-01-2023,07:07:51,FALSE,5,marigold responded beautifully to this treatment,RADNC57V4Y5PG,96,Effective product,e921caf9-74a5-4042-9627-92db9e24d1a1,Farmer Connect Program,3838.48,96809,4034,0.0417,Offline Events,Retailer - Tier 1,Digital Tools,POSITIVE,0.958539665
27-02-2025,01:30:51,TRUE,5,Significant improvement in marigold health and leaf color,R566TJOTWC0JS,8,Good product,d7290458-db1f-4b61-ac4e-a3779ae2287c,Farmer Connect Program,3930.99,33366,180,0.0054,Search Ads,Large Farm - New,Digital Tools,POSITIVE,0.968069196
30-09-2025,17:39:40,FALSE,4,Works exactly as described on my terrace garden - greener than ever,RB1XPM32VFII2,109,Happy with purchase,f2928386-0657-459b-a75b-a03f1135ebaf,Organic Growth Initiative,4945.05,37549,1050,0.028,Search Ads,Retailer - Tier 2,Herbicides,POSITIVE,0.981012583
01-12-2023,13:45:35,TRUE,4,Works exactly as described on my tulsi - growing vigorously,RPJ0ORSO8L5GI,198,Effective product,bc82cf24-0216-424c-9a50-8d78515201e1,Farmer Connect Program,3689.94,82539,4662,0.0565,Referral,Large Farm - Returning,Plant Nutrients,POSITIVE,0.964759827
30-11-2023,03:22:24,TRUE,4,This product saved my dying indoor plants - now they're looking healthier,RO98TVZJYP647,96,Amazing results!,7a1145dd-e0b3-4936-9b62-386d4eb1657d,Pest Control Solutions Drive,2982.34,22329,2145,0.0961,Email Marketing,Small Farm - Returning,Plant Nutrients,POSITIVE,0.980183363
25-09-2022,19:37:48,TRUE,4,Works exactly as described on my succulents - blooming continuously,RII1KX64T08W0,96,Effective product,9b9821f8-fdee-4dea-b370-34540be0a71a,YieldMax Pro Launch,2333.48,50729,948,0.0187,Social Media,Small Farm - New,Plant Nutrients,POSITIVE,0.983677387
20-08-2023,01:57:55,TRUE,5,Significant improvement in herb garden health and growth,RSAX8JXNN3I1H,173,Works well,db54afe4-e9ae-4430-a159-07f11a92a003,Farmer Connect Program,3225.5,26557,1299,0.0489,Search Ads,Large Farm - Returning,Plant Nutrients,POSITIVE,0.986141086
06-01-2022,10:47:57,FALSE,1,False claims - my rose plants show no difference,RDTXYLF20OFZO,96,False claims,5a24f1fb-f891-41c4-aeb1-ed30dc13055c,Organic Growth Initiative,505.54,2709,211,0.0779,Search Ads,Large Farm - New,Fungicides,NEGATIVE,0.46136567
24-06-2025,15:11:46,TRUE,4,Excellent results with my indoor plants - saw improvement in just 19 days,RXLRGI0RRFJA5,96,Amazing results!,59ca205c-2f9d-4a46-ab5d-b56b8afe4582,Farmer Connect Program,2844.78,54117,1315,0.0243,Direct Traffic,Retailer - Tier 1,Seeds,POSITIVE,0.979527175
25-11-2024,15:34:56,TRUE,5,Works exactly as described on my lawn - more vibrant colors,RNHMDDL6G2GDO,161,Happy with purchase,b1ad7f36-1da5-43ea-b9da-f3982d95767a,Pest Control Solutions Drive,160.27,12400,281,0.0227,Direct Traffic,Retailer - Tier 2,Herbicides,POSITIVE,0.784970999
05-08-2022,05:45:35,TRUE,4,Excellent results with my flowering plants - saw improvement in just 11 days,RXSDIY4HA3QHD,151,Highly recommended,0dbae9be-e9f9-4148-af58-3ee48a4f2a53,Monsoon Harvest Boost 2024,528.03,89208,4527,0.0507,Email Marketing,Large Farm - New,Fungicides,POSITIVE,0.983030796
26-04-2022,15:37:39,TRUE,4,flowering plants responded beautifully to this treatment,RGTVW9Q94TCAH,93,Happy with purchase,45cbf031-0d77-4937-8956-a6965e776766,Organic Growth Initiative,2203.83,67295,1045,0.0155,Social Media,Retailer - Tier 1,Insecticides,POSITIVE,0.981284976
08-12-2025,11:12:15,TRUE,4,The herb garden in my garden are now producing more flowers thanks to this product,RPC916TAVZIXL,67,Effective product,b9d9a8cb-94d2-4e29-a4a7-96c261f03b8b,Monsoon Harvest Boost 2024,339.13,64632,4271,0.0661,Offline Events,Retailer - Tier 1,Insecticides,POSITIVE,0.983013093
02-04-2022,12:36:06,TRUE,4,Wonderful product! My hibiscus blooming continuously,RSXNR24D06GTZ,96,Amazing results!,4d103f48-415b-4437-903f-0777a39d19b3,Organic Growth Initiative,970.35,11599,99,0.0085,Offline Events,Large Farm - New,Insecticides,POSITIVE,0.988739669
21-04-2022,02:36:15,TRUE,2,This product damaged my rose plants - now they're flowers stopped coming,RTLO0HWTNVKBP,142,Damaged my plants,1c6197a8-98d0-4365-9156-e2249d0076f0,Pest Control Solutions Drive,4063.1,19461,1643,0.0844,Referral,Retailer - Tier 1,Seeds,NEGATIVE,0.97638607
12-02-2025,05:07:39,TRUE,5,Wonderful product! My terrace garden greener than ever,R3MPXZ7BJ7RR1,75,Amazing results!,a55a1e51-66db-479b-84dd-c7187f0a3c78,Monsoon Harvest Boost 2024,810.96,74594,3313,0.0444,Email Marketing,Retailer - Tier 2,Insecticides,POSITIVE,0.988599658
23-09-2023,03:02:27,TRUE,5,bonsai responded beautifully to this treatment,RVZFQGL7P9AJ7,35,Happy with purchase,9ab44b4f-4d23-40d1-afa2-792b97bbc715,Pest Control Solutions Drive,1623.7,30864,1577,0.0511,SMS Campaigns,Retailer - Tier 2,Herbicides,POSITIVE,0.952450633
20-08-2024,22:36:04,TRUE,5,Excellent results with my terrace garden - saw improvement in just 14 days,RC2Y5KQ01XWB1,96,Life saver for plants,6c9c5ce9-cdbe-42d5-9525-8aa9d0c47e8f,Monsoon Harvest Boost 2024,3347.11,79654,843,0.0106,Email Marketing,Small Farm - New,Fungicides,POSITIVE,0.983879268
23-11-2023,13:42:27,TRUE,5,The hibiscus in my garden are now looking healthier thanks to this product,RO1P60PD8TXP2,96,Happy with purchase,13365385-e892-4565-9531-561552316fd2,Monsoon Harvest Boost 2024,4470.2,88406,1117,0.0126,Email Marketing,Large Farm - Returning,Herbicides,POSITIVE,0.986035347
22-12-2024,20:19:19,TRUE,2,No improvement in my tulsi even after 3 weeks,RX237P6VYNO9M,96,Disappointed,7b4356ba-e629-490f-806c-0aed977b802f,Organic Growth Initiative,208.35,38030,189,0.005,SMS Campaigns,Large Farm - Returning,Fungicides,NEGATIVE,0.706565499
25-12-2022,05:22:36,TRUE,4,The bonsai in my garden are now pest-free now thanks to this product,RNT1ZAO7AP7W4,178,Effective product,b62847e6-4dfe-4b22-8b99-a3dbbe39341f,Organic Growth Initiative,673.98,5119,459,0.0897,Email Marketing,Large Farm - Returning,Fungicides,POSITIVE,0.969421864
10-12-2022,21:41:46,FALSE,3,Moderate results with my indoor plants - little change,RZCMWYCR8DK5D,146,Moderate effect,2e71c409-1d1d-451e-ba92-e498bd561f58,Monsoon Harvest Boost 2024,343.66,64818,4674,0.0721,Referral,Small Farm - New,Digital Tools,NEUTRAL,0.804642081
16-12-2024,08:19:26,TRUE,4,Works exactly as described on my hibiscus - recovered completely,RWZIO4W76UBPZ,55,Happy with purchase,dc25e5d5-9506-4cf5-98e2-92416697dd19,Monsoon Harvest Boost 2024,63.76,65327,3765,0.0576,Direct Traffic,Small Farm - Returning,Herbicides,POSITIVE,0.938829839
28-10-2025,07:19:52,TRUE,5,Excellent results with my tulsi - saw improvement in just 8 days,REAG9KMNKS77B,96,Life saver for plants,374b7620-3cee-4287-8860-ac7a11a0e9b3,Monsoon Harvest Boost 2024,125.41,5187,302,0.0582,Social Media,Retailer - Tier 2,Seeds,POSITIVE,0.965700567
08-10-2025,23:19:45,TRUE,4,Works exactly as described on my rose plants - growing faster,RW3E74XAOYXGR,151,Great buy,95a02631-81f0-4875-a404-1e6e86795dc0,Farmer Connect Program,3960.27,72176,3705,0.0513,Search Ads,Retailer - Tier 1,Insecticides,POSITIVE,0.959268153
